100.0,100.0
400.0,400.0
400.0,100.0
100.0,400.0
247.7,153.6
232.6,242.1
374.0,180.4
270.3,199.1
340.9,334.3
230.8,390.1
314.4,314.3
225.9,152.7
318.7,124.7
362.5,197.5
150.7,310.2
246.5,151.3
377.3,383.4
261.2,305.4
377.8,169.3
230.3,356.6
134.6,337.1
243.5,106.7
175.9,232.9
149.3,384.5
339.6,368.3
326.3,330.9
341.4,235.8
278.3,334.4
155.5,235.5
208.9,318.6
158.0,354.9
283.6,380.3
249.0,122.3
362.0,246.1
388.7,266.8
255.7,382.8
360.9,183.1
316.0,309.2
379.6,375.5
195.9,155.1
384.0,220.3
251.4,317.4
103.4,242.8
185.6,312.3
143.9,203.4
277.6,159.6
367.8,324.6
158.6,155.7
374.2,240.7
137.4,271.2
238.8,351.3
246.1,295.3
281.2,179.7
203.0,108.4
157.2,368.8
383.0,360.6
168.5,235.2
294.0,270.1
283.0,146.9
191.3,332.0
268.7,106.9
165.0,263.7
317.4,361.5
364.4,316.7
347.8,133.3
104.0,351.7
309.6,209.4
131.0,306.2
360.4,235.6
376.0,105.8
134.6,132.0
356.3,328.2
215.0,282.3
100.9,178.0
364.2,179.3
102.6,392.2
350.3,115.8
339.1,364.9
185.2,207.6
269.8,123.0
124.2,199.7
398.5,342.4
330.4,166.9
347.0,173.5
353.0,159.1
368.4,263.5
110.6,250.0
136.0,324.4
182.0,295.1
277.5,134.4
195.3,323.5
283.9,253.6
178.0,277.3
164.4,178.3
120.6,265.3
390.4,110.3
112.3,233.7
279.8,232.1
394.0,206.0
241.2,199.3
340.7,179.6
263.6,152.1
122.5,397.4
258.1,195.8
356.9,275.2
352.3,185.1
280.7,391.7
372.6,305.2
372.4,311.8
183.9,116.8
253.6,124.1
190.6,368.1
146.1,371.7
313.4,125.8
101.9,356.6
291.3,171.5
135.3,180.2
228.8,170.6
347.1,390.2
345.8,257.4
229.6,294.8
185.0,153.3
371.3,383.5
273.3,316.3
355.9,373.9
136.2,383.9
138.4,161.5
187.9,187.6
262.9,205.4
134.6,256.8
312.7,178.5
159.3,139.7
121.4,167.7
191.1,259.7
304.7,329.3
374.3,120.2
311.0,117.3
356.3,108.7
242.5,340.6
263.5,234.4
309.0,328.8
240.7,187.6
211.1,313.2
304.2,305.5
137.6,262.5
151.8,283.6
169.6,395.4
205.0,158.8
329.1,109.5
207.6,354.2
103.1,215.0
215.8,268.2
126.5,238.8
234.3,287.7
342.3,295.0
365.8,152.8
318.6,349.3
212.8,202.3
187.1,316.0
242.8,270.0
101.3,380.2
292.7,267.9
361.6,305.2
265.0,259.3
235.2,315.2
263.0,288.2
219.4,162.0
295.3,279.9
378.5,155.2
298.4,202.2
155.4,391.5
364.2,243.5
115.2,352.6
321.6,337.5
171.9,166.0
184.3,250.3
196.1,160.0
346.2,312.0
397.9,141.5
158.7,313.9
349.1,217.0
189.1,114.3
108.3,254.5
170.4,387.3
312.8,239.6
211.8,110.1
129.6,381.5
341.3,147.9
189.2,242.9
113.1,118.2
233.1,299.4
354.3,259.3
139.8,225.5
283.6,127.3
397.5,362.8
249.8,165.4
213.9,129.0
290.4,371.1
225.2,189.0
150.1,225.5
354.3,350.3
169.8,179.0
267.8,277.7
243.9,193.8
331.3,120.4
191.1,316.2
343.0,163.0
256.3,249.5
210.0,333.5
179.3,334.0
126.9,348.4
261.2,108.4
254.0,360.1
381.0,219.8
335.5,310.7
234.2,285.8
391.9,218.0
328.1,179.2
394.2,128.4
122.0,294.5
231.6,399.7
240.7,186.4
107.4,203.2
106.2,244.8
355.4,365.0
157.8,316.4
320.4,302.4
230.5,158.1
269.1,147.9
264.5,145.5
273.0,193.4
113.2,237.9
380.2,337.8
284.2,105.2
260.4,149.2
229.9,383.4
319.3,150.3
151.7,157.7
242.4,180.6
385.7,102.1
317.0,384.0
219.1,319.8
112.6,192.8
102.1,194.7
396.1,345.1
209.1,361.1
198.2,148.3
294.5,389.8
169.2,335.6
337.9,344.9
223.9,281.5
146.9,305.8
361.4,381.6
181.4,255.9
368.9,246.9
353.3,130.5
120.5,264.1
119.9,277.9
123.1,377.3
108.5,281.0
324.2,318.8
164.5,381.8
392.4,341.7
179.1,228.8
211.7,326.2
231.6,263.6
211.7,340.8
