400.0,250.0
400.0,250.006
400.0,250.013
400.0,250.019
400.0,250.025
400.0,250.031
400.0,250.038
400.0,250.044
400.0,250.05
400.0,250.057
400.0,250.063
400.0,250.069
400.0,250.075
400.0,250.082
400.0,250.088
400.0,250.094
400.0,250.101
400.0,250.107
400.0,250.113
400.0,250.119
400.0,250.126
400.0,250.132
400.0,250.138
400.0,250.145
400.0,250.151
400.0,250.157
400.0,250.163
400.0,250.17
400.0,250.176
400.0,250.182
400.0,250.188
400.0,250.195
400.0,250.201
400.0,250.207
400.0,250.214
400.0,250.22
400.0,250.226
400.0,250.232
400.0,250.239
400.0,250.245
400.0,250.251
400.0,250.258
400.0,250.264
400.0,250.27
400.0,250.276
400.0,250.283
400.0,250.289
400.0,250.295
400.0,250.302
400.0,250.308
400.0,250.314
400.0,250.32
400.0,250.327
400.0,250.333
400.0,250.339
400.0,250.346
400.0,250.352
400.0,250.358
400.0,250.364
400.0,250.371
400.0,250.377
400.0,250.383
399.999,250.39
399.999,250.396
399.999,250.402
399.999,250.408
399.999,250.415
399.999,250.421
399.999,250.427
399.999,250.434
399.999,250.44
399.999,250.446
399.999,250.452
399.999,250.459
399.999,250.465
399.999,250.471
399.999,250.478
399.999,250.484
399.999,250.49
399.999,250.496
399.999,250.503
399.999,250.509
399.999,250.515
399.999,250.522
399.999,250.528
399.999,250.534
399.999,250.54
399.999,250.547
399.999,250.553
399.999,250.559
399.999,250.565
399.999,250.572
399.999,250.578
399.999,250.584
399.999,250.591
399.999,250.597
399.999,250.603
399.999,250.609
399.999,250.616
399.999,250.622
399.999,250.628
399.999,250.635
399.999,250.641
399.999,250.647
399.999,250.653
399.999,250.66
399.999,250.666
399.998,250.672
399.998,250.679
399.998,250.685
399.998,250.691
399.998,250.697
399.998,250.704
399.998,250.71
399.998,250.716
399.998,250.723
399.998,250.729
399.998,250.735
399.998,250.741
399.998,250.748
399.998,250.754
399.998,250.76
399.998,250.767
399.998,250.773
399.998,250.779
